digit(22395, 6).
digit(29454, 4).
initiatedAt(sequence2 = true, 3399).
digit(29908, 6).
initiatedAtNoise(sequence3 = true, 3400).
digit(30332, 5).
initiatedAtNoise(sequence2 = false, 3401).
digit(32754, 4).
initiatedAtNoise(sequence2 = true, 3402).
digit(6280, 9).
initiatedAtNoise(sequence4 = false, 3403).
digit(13622, 6).
initiatedAtNoise(sequence3 = true, 3404).
digit(18794, 9).
initiatedAtNoise(sequence4 = false, 3405).
digit(11795, 7).
initiatedAtNoise(sequence3 = false, 3406).
digit(26859, 1).
initiatedAtNoise(sequence0 = false, 3407).
digit(16574, 6).
initiatedAtNoise(sequence3 = true, 3408).
digit(20041, 3).
initiatedAtNoise(sequence1 = false, 3409).
digit(26198, 2).
initiatedAtNoise(sequence1 = true, 3410).
digit(32770, 5).
initiatedAtNoise(sequence2 = false, 3411).
digit(3158, 7).
initiatedAtNoise(sequence3 = false, 3412).
digit(16492, 8).
initiatedAtNoise(sequence4 = true, 3413).
digit(14779, 9).
initiatedAtNoise(sequence4 = false, 3414).
digit(25082, 4).
initiatedAtNoise(sequence2 = true, 3415).
digit(2901, 6).
initiatedAtNoise(sequence3 = true, 3416).
digit(30112, 8).
initiatedAtNoise(sequence4 = true, 3417).
digit(14278, 3).
initiatedAtNoise(sequence1 = false, 3418).
digit(22851, 7).
initiatedAtNoise(sequence3 = false, 3419).
digit(331, 2).
initiatedAtNoise(sequence1 = true, 3420).
digit(280, 4).
initiatedAtNoise(sequence2 = true, 3421).
digit(13035, 5).
initiatedAtNoise(sequence2 = false, 3422).
digit(4176, 8).
initiatedAtNoise(sequence4 = true, 3423).
digit(21878, 4).
initiatedAtNoise(sequence2 = true, 3424).
digit(15341, 1).
initiatedAtNoise(sequence0 = false, 3425).
digit(24596, 2).
initiatedAtNoise(sequence1 = true, 3426).
digit(16911, 7).
initiatedAtNoise(sequence3 = false, 3427).
digit(31888, 8).
initiatedAtNoise(sequence4 = true, 3428).
digit(12761, 1).
initiatedAtNoise(sequence0 = false, 3429).
digit(7190, 7).
initiatedAtNoise(sequence3 = false, 3430).
digit(1096, 5).
initiatedAtNoise(sequence2 = false, 3431).
digit(12320, 5).
initiatedAt(sequence2 = false, 3432).
digit(25710, 4).
initiatedAtNoise(sequence2 = true, 3433).
digit(19987, 2).
initiatedAtNoise(sequence1 = true, 3434).
digit(1152, 7).
initiatedAtNoise(sequence3 = false, 3435).
digit(2070, 9).
initiatedAtNoise(sequence4 = false, 3436).
digit(24639, 7).
initiatedAtNoise(sequence3 = false, 3437).
digit(6568, 1).
initiatedAtNoise(sequence0 = false, 3438).
digit(11648, 5).
initiatedAtNoise(sequence2 = false, 3439).
digit(15965, 6).
initiatedAtNoise(sequence3 = true, 3440).
digit(19793, 9).
initiatedAtNoise(sequence4 = false, 3441).
digit(30384, 2).
initiatedAtNoise(sequence1 = true, 3442).
digit(2669, 6).
initiatedAtNoise(sequence3 = true, 3443).
digit(8278, 2).
initiatedAtNoise(sequence1 = true, 3444).
digit(13911, 9).
initiatedAtNoise(sequence4 = false, 3445).
digit(9915, 3).
initiatedAtNoise(sequence1 = false, 3446).
digit(26255, 5).
initiatedAtNoise(sequence2 = false, 3447).
digit(2598, 8).
initiatedAtNoise(sequence4 = true, 3448).
digit(11760, 5).
initiatedAtNoise(sequence2 = false, 3449).
digit(27435, 6).
initiatedAtNoise(sequence3 = true, 3450).
digit(19826, 0).
initiatedAtNoise(sequence0 = true, 3451).
digit(31550, 6).
initiatedAtNoise(sequence3 = true, 3452).
digit(25765, 2).
initiatedAtNoise(sequence1 = true, 3453).
digit(14276, 4).
initiatedAtNoise(sequence2 = true, 3454).
digit(7741, 9).
initiatedAtNoise(sequence4 = false, 3455).
digit(31943, 6).
initiatedAtNoise(sequence3 = true, 3456).
digit(20489, 5).
initiatedAtNoise(sequence2 = false, 3457).
digit(13964, 7).
initiatedAtNoise(sequence3 = false, 3458).
digit(22837, 4).
initiatedAtNoise(sequence2 = true, 3459).
digit(28505, 9).
initiatedAtNoise(sequence4 = false, 3460).
digit(27588, 8).
initiatedAtNoise(sequence4 = true, 3461).
digit(9786, 1).
initiatedAtNoise(sequence0 = false, 3462).
digit(20073, 1).
initiatedAt(sequence0 = false, 3463).
digit(32468, 8).
initiatedAtNoise(sequence4 = true, 3464).
digit(12727, 2).
initiatedAtNoise(sequence1 = true, 3465).
digit(5880, 4).
initiatedAtNoise(sequence2 = true, 3466).
digit(10121, 7).
initiatedAtNoise(sequence3 = false, 3467).
digit(8449, 7).
initiatedAt(sequence3 = false, 3468).
digit(6440, 1).
initiatedAtNoise(sequence0 = false, 3469).
digit(32706, 7).
initiatedAtNoise(sequence3 = false, 3470).
digit(8064, 8).
initiatedAtNoise(sequence4 = true, 3471).
digit(29175, 9).
initiatedAtNoise(sequence4 = false, 3472).
digit(12120, 5).
initiatedAtNoise(sequence2 = false, 3473).
digit(1375, 9).
initiatedAtNoise(sequence4 = false, 3474).
digit(31753, 7).
initiatedAtNoise(sequence3 = false, 3475).
digit(24123, 6).
initiatedAtNoise(sequence3 = true, 3476).
digit(18457, 7).
initiatedAtNoise(sequence3 = false, 3477).
digit(9891, 0).
initiatedAtNoise(sequence0 = true, 3478).
digit(32029, 9).
initiatedAtNoise(sequence4 = false, 3479).
digit(7940, 7).
initiatedAtNoise(sequence3 = false, 3480).
digit(27744, 1).
initiatedAtNoise(sequence0 = false, 3481).
digit(26568, 8).
initiatedAtNoise(sequence4 = true, 3482).
digit(10438, 1).
initiatedAtNoise(sequence0 = false, 3483).
digit(27614, 8).
initiatedAtNoise(sequence4 = true, 3484).
digit(5570, 8).
initiatedAt(sequence4 = true, 3485).
digit(11158, 1).
initiatedAtNoise(sequence0 = false, 3486).
digit(9170, 6).
initiatedAtNoise(sequence3 = true, 3487).
digit(12497, 7).
initiatedAtNoise(sequence3 = false, 3488).
digit(19791, 7).
initiatedAt(sequence3 = false, 3489).
digit(5301, 2).
initiatedAtNoise(sequence1 = true, 3490).
digit(23485, 7).
initiatedAtNoise(sequence3 = false, 3491).
digit(2469, 6).
initiatedAtNoise(sequence3 = true, 3492).
digit(20787, 5).
initiatedAtNoise(sequence2 = false, 3493).
digit(9785, 7).
initiatedAtNoise(sequence3 = false, 3494).
digit(27810, 9).
initiatedAtNoise(sequence4 = false, 3495).
digit(17991, 7).
initiatedAtNoise(sequence3 = false, 3496).
digit(26602, 8).
initiatedAtNoise(sequence4 = true, 3497).
digit(22971, 9).
initiatedAtNoise(sequence4 = false, 3498).
digit(31745, 2).
initiatedAtNoise(sequence1 = true, 3499).
digit(7743, 7).
initiatedAtNoise(sequence3 = false, 3500).
digit(24079, 8).
initiatedAtNoise(sequence4 = true, 3501).
digit(22925, 9).
initiatedAtNoise(sequence4 = false, 3502).
digit(19628, 9).
initiatedAt(sequence4 = false, 3503).
digit(205, 8).
initiatedAtNoise(sequence4 = true, 3504).
digit(19646, 5).
initiatedAtNoise(sequence2 = false, 3505).
digit(14409, 9).
initiatedAtNoise(sequence4 = false, 3506).
digit(30259, 2).
initiatedAtNoise(sequence1 = true, 3507).
digit(15312, 5).
initiatedAtNoise(sequence2 = false, 3508).
digit(287, 4).
initiatedAtNoise(sequence2 = true, 3509).
digit(6638, 8).
initiatedAtNoise(sequence4 = true, 3510).
digit(32255, 5).
initiatedAtNoise(sequence2 = false, 3511).
digit(13684, 6).
initiatedAtNoise(sequence3 = true, 3512).
digit(12641, 5).
initiatedAtNoise(sequence2 = false, 3513).
digit(25790, 4).
initiatedAtNoise(sequence2 = true, 3514).
digit(8633, 7).
initiatedAtNoise(sequence3 = false, 3515).
digit(6917, 9).
initiatedAtNoise(sequence4 = false, 3516).
digit(5449, 4).
initiatedAtNoise(sequence2 = true, 3517).
digit(614, 7).
initiatedAtNoise(sequence3 = false, 3518).
digit(6082, 6).
initiatedAtNoise(sequence3 = true, 3519).
digit(19356, 3).
initiatedAtNoise(sequence1 = false, 3520).
digit(23827, 3).
initiatedAt(sequence1 = false, 3521).
digit(21003, 9).
initiatedAtNoise(sequence4 = false, 3522).
digit(28320, 4).
initiatedAtNoise(sequence2 = true, 3523).
digit(32470, 6).
initiatedAtNoise(sequence3 = true, 3524).
digit(30626, 6).
initiatedAt(sequence3 = true, 3525).
digit(572, 9).
initiatedAtNoise(sequence4 = false, 3526).
digit(17517, 5).
initiatedAtNoise(sequence2 = false, 3527).
digit(32859, 4).
initiatedAtNoise(sequence2 = true, 3528).
digit(795, 8).
initiatedAtNoise(sequence4 = true, 3529).
digit(27522, 1).
initiatedAtNoise(sequence0 = false, 3530).
digit(17265, 2).
initiatedAtNoise(sequence1 = true, 3531).
digit(15993, 9).
initiatedAtNoise(sequence4 = false, 3532).
digit(22563, 6).
initiatedAtNoise(sequence3 = true, 3533).
digit(27015, 3).
initiatedAtNoise(sequence1 = false, 3534).
digit(10947, 5).
initiatedAtNoise(sequence2 = false, 3535).
digit(19242, 2).
initiatedAtNoise(sequence1 = true, 3536).
digit(16870, 9).
initiatedAtNoise(sequence4 = false, 3537).
digit(21350, 0).
initiatedAtNoise(sequence0 = true, 3538).
digit(14350, 7).
initiatedAtNoise(sequence3 = false, 3539).
digit(11560, 7).
initiatedAt(sequence3 = false, 3540).
digit(17277, 9).
initiatedAtNoise(sequence4 = false, 3541).
digit(656, 7).
initiatedAtNoise(sequence3 = false, 3542).
digit(9960, 4).
initiatedAtNoise(sequence2 = true, 3543).
digit(28552, 7).
initiatedAtNoise(sequence3 = false, 3544).
digit(21990, 8).
initiatedAtNoise(sequence4 = true, 3545).
digit(4502, 8).
initiatedAt(sequence4 = true, 3546).
digit(24818, 3).
initiatedAtNoise(sequence1 = false, 3547).
digit(20681, 2).
initiatedAtNoise(sequence1 = true, 3548).
digit(16383, 7).
initiatedAtNoise(sequence3 = false, 3549).
digit(31173, 7).
initiatedAt(sequence3 = false, 3550).
digit(15346, 4).
initiatedAtNoise(sequence2 = true, 3551).
digit(25973, 4).
initiatedAt(sequence2 = true, 3552).
digit(20716, 4).
initiatedAt(sequence2 = true, 3553).
digit(21664, 9).
initiatedAtNoise(sequence4 = false, 3554).
digit(1831, 8).
initiatedAtNoise(sequence4 = true, 3555).
digit(17433, 9).
initiatedAtNoise(sequence4 = false, 3556).
digit(5653, 5).
initiatedAtNoise(sequence2 = false, 3557).
digit(13211, 9).
initiatedAtNoise(sequence4 = false, 3558).
digit(7523, 2).
initiatedAtNoise(sequence1 = true, 3559).
digit(25644, 8).
initiatedAtNoise(sequence4 = true, 3560).
digit(27353, 3).
initiatedAtNoise(sequence1 = false, 3561).
digit(14376, 9).
initiatedAtNoise(sequence4 = false, 3562).
digit(20195, 3).
initiatedAtNoise(sequence1 = false, 3563).
digit(28821, 2).
initiatedAtNoise(sequence1 = true, 3564).
digit(5877, 6).
initiatedAtNoise(sequence3 = true, 3565).
digit(69, 4).
initiatedAtNoise(sequence2 = true, 3566).
digit(31909, 1).
initiatedAtNoise(sequence0 = false, 3567).
digit(7077, 7).
initiatedAtNoise(sequence3 = false, 3568).
digit(18597, 9).
initiatedAtNoise(sequence4 = false, 3569).
digit(19072, 5).
initiatedAtNoise(sequence2 = false, 3570).
digit(9256, 8).
initiatedAtNoise(sequence4 = true, 3571).
digit(15919, 9).
initiatedAtNoise(sequence4 = false, 3572).
digit(3020, 9).
initiatedAt(sequence4 = false, 3573).
digit(29781, 1).
initiatedAtNoise(sequence0 = false, 3574).
digit(22296, 8).
initiatedAtNoise(sequence4 = true, 3575).
digit(10896, 9).
initiatedAtNoise(sequence4 = false, 3576).
digit(22820, 1).
initiatedAtNoise(sequence0 = false, 3577).
digit(8120, 7).
initiatedAtNoise(sequence3 = false, 3578).
digit(16984, 4).
initiatedAtNoise(sequence2 = true, 3579).
digit(28381, 5).
initiatedAtNoise(sequence2 = false, 3580).
digit(11933, 4).
initiatedAtNoise(sequence2 = true, 3581).
digit(4262, 8).
initiatedAtNoise(sequence4 = true, 3582).
digit(29472, 4).
initiatedAtNoise(sequence2 = true, 3583).
digit(11991, 9).
initiatedAtNoise(sequence4 = false, 3584).
digit(20820, 8).
initiatedAtNoise(sequence4 = true, 3585).
digit(5889, 9).
initiatedAtNoise(sequence4 = false, 3586).
digit(28653, 7).
initiatedAtNoise(sequence3 = false, 3587).
digit(4624, 2).
initiatedAtNoise(sequence1 = true, 3588).
digit(24121, 7).
initiatedAtNoise(sequence3 = false, 3589).
digit(4390, 8).
initiatedAtNoise(sequence4 = true, 3590).
digit(22792, 6).
initiatedAtNoise(sequence3 = true, 3591).
digit(27693, 5).
initiatedAtNoise(sequence2 = false, 3592).
digit(2313, 9).
initiatedAtNoise(sequence4 = false, 3593).
digit(21191, 3).
initiatedAtNoise(sequence1 = false, 3594).
digit(7350, 9).
initiatedAtNoise(sequence4 = false, 3595).
digit(20591, 6).
initiatedAtNoise(sequence3 = true, 3596).
digit(19593, 2).
initiatedAtNoise(sequence1 = true, 3597).
digit(32694, 6).
initiatedAtNoise(sequence3 = true, 3598).
digit(27192, 9).
initiatedAtNoise(sequence4 = false, 3599).
digit(15971, 1).
initiatedAtNoise(sequence0 = false, 3600).
digit(3814, 7).
initiatedAtNoise(sequence3 = false, 3601).
digit(28440, 4).
initiatedAtNoise(sequence2 = true, 3602).
digit(24635, 8).
initiatedAtNoise(sequence4 = true, 3603).
digit(14064, 8).
initiatedAt(sequence4 = true, 3604).
digit(15508, 9).
initiatedAtNoise(sequence4 = false, 3605).
digit(19771, 2).
initiatedAtNoise(sequence1 = true, 3606).
digit(8319, 8).
initiatedAtNoise(sequence4 = true, 3607).
digit(16433, 3).
initiatedAtNoise(sequence1 = false, 3608).
digit(8056, 7).
initiatedAtNoise(sequence3 = false, 3609).
digit(10367, 2).
initiatedAtNoise(sequence1 = true, 3610).
digit(14681, 3).
initiatedAtNoise(sequence1 = false, 3611).
digit(16858, 9).
initiatedAtNoise(sequence4 = false, 3612).
digit(9388, 5).
initiatedAtNoise(sequence2 = false, 3613).
digit(13062, 6).
initiatedAtNoise(sequence3 = true, 3614).
digit(18461, 8).
initiatedAtNoise(sequence4 = true, 3615).
digit(843, 9).
initiatedAtNoise(sequence4 = false, 3616).
digit(9571, 5).
initiatedAtNoise(sequence2 = false, 3617).
digit(7233, 8).
initiatedAtNoise(sequence4 = true, 3618).
digit(30502, 3).
initiatedAtNoise(sequence1 = false, 3619).
digit(22293, 7).
initiatedAtNoise(sequence3 = false, 3620).
digit(19681, 6).
initiatedAtNoise(sequence3 = true, 3621).
digit(8163, 8).
initiatedAtNoise(sequence4 = true, 3622).
digit(210, 9).
initiatedAtNoise(sequence4 = false, 3623).
digit(28992, 0).
initiatedAtNoise(sequence0 = true, 3624).
digit(21390, 4).
initiatedAtNoise(sequence2 = true, 3625).
digit(15153, 9).
initiatedAtNoise(sequence4 = false, 3626).
digit(1343, 9).
initiatedAt(sequence4 = false, 3627).
digit(5848, 4).
initiatedAtNoise(sequence2 = true, 3628).
digit(20793, 9).
initiatedAtNoise(sequence4 = false, 3629).
digit(26918, 9).
initiatedAt(sequence4 = false, 3630).
digit(19395, 7).
initiatedAtNoise(sequence3 = false, 3631).
digit(23527, 3).
initiatedAtNoise(sequence1 = false, 3632).
digit(538, 8).
initiatedAtNoise(sequence4 = true, 3633).
digit(30007, 5).
initiatedAtNoise(sequence2 = false, 3634).
digit(3754, 2).
initiatedAtNoise(sequence1 = true, 3635).
digit(26765, 7).
initiatedAtNoise(sequence3 = false, 3636).
digit(13097, 1).
initiatedAtNoise(sequence0 = false, 3637).
digit(1091, 6).
initiatedAtNoise(sequence3 = true, 3638).
digit(31040, 9).
initiatedAtNoise(sequence4 = false, 3639).
digit(23954, 2).
initiatedAtNoise(sequence1 = true, 3640).
digit(13859, 4).
initiatedAtNoise(sequence2 = true, 3641).
digit(25730, 4).
initiatedAt(sequence2 = true, 3642).
digit(23699, 8).
initiatedAtNoise(sequence4 = true, 3643).
digit(22120, 0).
initiatedAtNoise(sequence0 = true, 3644).
digit(9227, 3).
initiatedAtNoise(sequence1 = false, 3645).
digit(30822, 9).
initiatedAtNoise(sequence4 = false, 3646).
digit(621, 5).
initiatedAtNoise(sequence2 = false, 3647).
digit(12746, 0).
initiatedAtNoise(sequence0 = true, 3648).
digit(19732, 3).
initiatedAtNoise(sequence1 = false, 3649).
digit(21525, 3).
initiatedAt(sequence1 = false, 3650).
digit(17856, 6).
initiatedAtNoise(sequence3 = true, 3651).
digit(15983, 4).
initiatedAtNoise(sequence2 = true, 3652).
digit(23400, 8).
initiatedAtNoise(sequence4 = true, 3653).
digit(10126, 3).
initiatedAtNoise(sequence1 = false, 3654).
digit(5070, 5).
initiatedAtNoise(sequence2 = false, 3655).
digit(18807, 7).
initiatedAtNoise(sequence3 = false, 3656).
digit(29666, 3).
initiatedAtNoise(sequence1 = false, 3657).
digit(1864, 6).
initiatedAtNoise(sequence3 = true, 3658).
digit(27659, 7).
initiatedAtNoise(sequence3 = false, 3659).
digit(13194, 8).
initiatedAtNoise(sequence4 = true, 3660).
digit(6938, 0).
initiatedAtNoise(sequence0 = true, 3661).
digit(9774, 9).
initiatedAtNoise(sequence4 = false, 3662).
digit(4577, 6).
initiatedAtNoise(sequence3 = true, 3663).
digit(17983, 9).
initiatedAtNoise(sequence4 = false, 3664).
digit(5444, 9).
initiatedAt(sequence4 = false, 3665).
digit(4810, 9).
initiatedAt(sequence4 = false, 3666).
digit(28119, 7).
initiatedAtNoise(sequence3 = false, 3667).
digit(11756, 5).
initiatedAtNoise(sequence2 = false, 3668).
digit(3958, 8).
initiatedAtNoise(sequence4 = true, 3669).
digit(4885, 3).
initiatedAtNoise(sequence1 = false, 3670).
digit(30766, 7).
initiatedAtNoise(sequence3 = false, 3671).
digit(1827, 5).
initiatedAtNoise(sequence2 = false, 3672).
digit(23846, 9).
initiatedAtNoise(sequence4 = false, 3673).
digit(32558, 8).
initiatedAtNoise(sequence4 = true, 3674).
digit(20370, 5).
initiatedAtNoise(sequence2 = false, 3675).
digit(26354, 7).
initiatedAtNoise(sequence3 = false, 3676).
digit(8216, 6).
initiatedAtNoise(sequence3 = true, 3677).
digit(7088, 5).
initiatedAtNoise(sequence2 = false, 3678).
digit(1797, 8).
initiatedAtNoise(sequence4 = true, 3679).
digit(7650, 9).
initiatedAtNoise(sequence4 = false, 3680).
digit(22687, 2).
initiatedAtNoise(sequence1 = true, 3681).
digit(14768, 8).
initiatedAtNoise(sequence4 = true, 3682).
digit(31389, 4).
initiatedAtNoise(sequence2 = true, 3683).
digit(2464, 9).
initiatedAtNoise(sequence4 = false, 3684).
digit(28223, 5).
initiatedAtNoise(sequence2 = false, 3685).
digit(14466, 6).
initiatedAtNoise(sequence3 = true, 3686).
digit(23585, 7).
initiatedAtNoise(sequence3 = false, 3687).
digit(6166, 5).
initiatedAtNoise(sequence2 = false, 3688).
digit(8164, 9).
initiatedAtNoise(sequence4 = false, 3689).
digit(30625, 4).
initiatedAtNoise(sequence2 = true, 3690).
digit(9298, 8).
initiatedAtNoise(sequence4 = true, 3691).
digit(17868, 8).
initiatedAt(sequence4 = true, 3692).
digit(1181, 4).
initiatedAtNoise(sequence2 = true, 3693).
digit(23044, 7).
initiatedAtNoise(sequence3 = false, 3694).
digit(2376, 7).
initiatedAt(sequence3 = false, 3695).
digit(25699, 9).
initiatedAtNoise(sequence4 = false, 3696).
digit(18671, 8).
initiatedAtNoise(sequence4 = true, 3697).
digit(18286, 9).
initiatedAtNoise(sequence4 = false, 3698).
digit(26079, 7).
initiatedAtNoise(sequence3 = false, 3699).
digit(17430, 2).
initiatedAtNoise(sequence1 = true, 3700).
digit(10519, 5).
initiatedAtNoise(sequence2 = false, 3701).
digit(1364, 6).
initiatedAtNoise(sequence3 = true, 3702).
digit(30207, 5).
initiatedAtNoise(sequence2 = false, 3703).
digit(22779, 6).
initiatedAtNoise(sequence3 = true, 3704).
digit(16370, 3).
initiatedAtNoise(sequence1 = false, 3705).
digit(24728, 8).
initiatedAtNoise(sequence4 = true, 3706).
digit(10008, 9).
initiatedAtNoise(sequence4 = false, 3707).
digit(30168, 7).
initiatedAtNoise(sequence3 = false, 3708).
digit(11399, 6).
initiatedAtNoise(sequence3 = true, 3709).
digit(11192, 9).
initiatedAtNoise(sequence4 = false, 3710).
digit(14395, 7).
initiatedAtNoise(sequence3 = false, 3711).
digit(16330, 9).
initiatedAtNoise(sequence4 = false, 3712).
digit(9961, 7).
initiatedAtNoise(sequence3 = false, 3713).
digit(22278, 7).
initiatedAt(sequence3 = false, 3714).
digit(18528, 9).
initiatedAtNoise(sequence4 = false, 3715).
digit(18743, 9).
initiatedAt(sequence4 = false, 3716).
digit(5218, 8).
initiatedAtNoise(sequence4 = true, 3717).
digit(20392, 8).
initiatedAt(sequence4 = true, 3718).
digit(5244, 8).
initiatedAt(sequence4 = true, 3719).
digit(6423, 8).
initiatedAt(sequence4 = true, 3720).
digit(2979, 7).
initiatedAtNoise(sequence3 = false, 3721).
digit(15442, 4).
initiatedAtNoise(sequence2 = true, 3722).
digit(26899, 6).
initiatedAtNoise(sequence3 = true, 3723).
digit(3489, 9).
initiatedAtNoise(sequence4 = false, 3724).
digit(19437, 9).
initiatedAt(sequence4 = false, 3725).
digit(6229, 7).
initiatedAtNoise(sequence3 = false, 3726).
digit(6806, 8).
initiatedAtNoise(sequence4 = true, 3727).
digit(7028, 2).
initiatedAtNoise(sequence1 = true, 3728).
digit(13548, 9).
initiatedAtNoise(sequence4 = false, 3729).
digit(7524, 8).
initiatedAtNoise(sequence4 = true, 3730).
digit(11882, 8).
initiatedAt(sequence4 = true, 3731).
digit(17601, 9).
initiatedAtNoise(sequence4 = false, 3732).
digit(7907, 7).
initiatedAtNoise(sequence3 = false, 3733).
digit(7686, 2).
initiatedAtNoise(sequence1 = true, 3734).
digit(2552, 8).
initiatedAtNoise(sequence4 = true, 3735).
digit(24397, 8).
initiatedAt(sequence4 = true, 3736).
digit(680, 6).
initiatedAtNoise(sequence3 = true, 3737).
digit(5286, 7).
initiatedAtNoise(sequence3 = false, 3738).
digit(6374, 5).
initiatedAtNoise(sequence2 = false, 3739).
digit(30073, 7).
initiatedAtNoise(sequence3 = false, 3740).
digit(10465, 2).
initiatedAtNoise(sequence1 = true, 3741).
digit(6206, 9).
initiatedAtNoise(sequence4 = false, 3742).
digit(2281, 1).
initiatedAtNoise(sequence0 = false, 3743).
digit(22240, 7).
initiatedAtNoise(sequence3 = false, 3744).
digit(8605, 3).
initiatedAtNoise(sequence1 = false, 3745).
digit(8850, 7).
initiatedAtNoise(sequence3 = false, 3746).
digit(7759, 8).
initiatedAtNoise(sequence4 = true, 3747).
digit(14781, 8).
initiatedAt(sequence4 = true, 3748).
digit(18492, 6).
initiatedAtNoise(sequence3 = true, 3749).
digit(30985, 9).
initiatedAtNoise(sequence4 = false, 3750).
digit(6749, 8).
initiatedAtNoise(sequence4 = true, 3751).
digit(13420, 5).
initiatedAtNoise(sequence2 = false, 3752).
digit(4289, 5).
initiatedAt(sequence2 = false, 3753).
digit(5573, 5).
initiatedAt(sequence2 = false, 3754).
digit(30759, 5).
initiatedAt(sequence2 = false, 3755).
digit(1180, 6).
initiatedAtNoise(sequence3 = true, 3756).
digit(1709, 8).
initiatedAtNoise(sequence4 = true, 3757).
digit(12470, 9).
initiatedAtNoise(sequence4 = false, 3758).
digit(5159, 5).
initiatedAtNoise(sequence2 = false, 3759).
digit(28887, 6).
initiatedAtNoise(sequence3 = true, 3760).
digit(10963, 7).
initiatedAtNoise(sequence3 = false, 3761).
digit(4270, 8).
initiatedAtNoise(sequence4 = true, 3762).
digit(27905, 5).
initiatedAtNoise(sequence2 = false, 3763).
digit(18856, 4).
initiatedAtNoise(sequence2 = true, 3764).
digit(9787, 8).
initiatedAtNoise(sequence4 = true, 3765).
digit(28391, 9).
initiatedAtNoise(sequence4 = false, 3766).
digit(28473, 7).
initiatedAtNoise(sequence3 = false, 3767).
digit(14977, 9).
initiatedAtNoise(sequence4 = false, 3768).
digit(15820, 2).
initiatedAtNoise(sequence1 = true, 3769).
digit(17866, 9).
initiatedAtNoise(sequence4 = false, 3770).
digit(21359, 4).
initiatedAtNoise(sequence2 = true, 3771).
digit(32025, 3).
initiatedAtNoise(sequence1 = false, 3772).
digit(9550, 9).
initiatedAtNoise(sequence4 = false, 3773).
digit(29610, 8).
initiatedAtNoise(sequence4 = true, 3774).
digit(27539, 5).
initiatedAtNoise(sequence2 = false, 3775).
digit(2104, 3).
initiatedAtNoise(sequence1 = false, 3776).
digit(15672, 4).
initiatedAtNoise(sequence2 = true, 3777).
digit(4873, 8).
initiatedAtNoise(sequence4 = true, 3778).
digit(25265, 4).
initiatedAtNoise(sequence2 = true, 3779).
digit(9074, 3).
initiatedAtNoise(sequence1 = false, 3780).
digit(17633, 7).
initiatedAtNoise(sequence3 = false, 3781).
digit(25006, 5).
initiatedAtNoise(sequence2 = false, 3782).
digit(9927, 8).
initiatedAtNoise(sequence4 = true, 3783).
digit(18930, 7).
initiatedAtNoise(sequence3 = false, 3784).
digit(30199, 7).
initiatedAt(sequence3 = false, 3785).
digit(11003, 8).
initiatedAtNoise(sequence4 = true, 3786).
digit(19338, 6).
initiatedAtNoise(sequence3 = true, 3787).
digit(14680, 9).
initiatedAtNoise(sequence4 = false, 3788).
digit(4098, 6).
initiatedAtNoise(sequence3 = true, 3789).
digit(15845, 9).
initiatedAtNoise(sequence4 = false, 3790).
digit(7022, 9).
initiatedAt(sequence4 = false, 3791).
digit(17006, 6).
initiatedAtNoise(sequence3 = true, 3792).
digit(7676, 3).
initiatedAtNoise(sequence1 = false, 3793).
digit(6426, 9).
initiatedAtNoise(sequence4 = false, 3794).
digit(7969, 7).
initiatedAtNoise(sequence3 = false, 3795).
digit(22320, 7).
initiatedAt(sequence3 = false, 3796).
digit(20904, 5).
initiatedAtNoise(sequence2 = false, 3797).
digit(18362, 5).
initiatedAt(sequence2 = false, 3798).
digit(31823, 3).
initiatedAtNoise(sequence1 = false, 3799).
digit(24863, 8).
initiatedAtNoise(sequence4 = true, 3800).
digit(23877, 6).
initiatedAtNoise(sequence3 = true, 3801).
digit(20961, 2).
initiatedAtNoise(sequence1 = true, 3802).
digit(3310, 3).
initiatedAtNoise(sequence1 = false, 3803).
digit(4395, 7).
initiatedAtNoise(sequence3 = false, 3804).
digit(11791, 6).
initiatedAtNoise(sequence3 = true, 3805).
digit(28297, 9).
initiatedAtNoise(sequence4 = false, 3806).
digit(9377, 2).
initiatedAtNoise(sequence1 = true, 3807).
digit(15705, 8).
initiatedAtNoise(sequence4 = true, 3808).
digit(18706, 7).
initiatedAtNoise(sequence3 = false, 3809).
digit(8402, 4).
initiatedAtNoise(sequence2 = true, 3810).
digit(25055, 8).
initiatedAtNoise(sequence4 = true, 3811).
digit(18585, 2).
initiatedAtNoise(sequence1 = true, 3812).
digit(8509, 2).
initiatedAt(sequence1 = true, 3813).
digit(23781, 4).
initiatedAtNoise(sequence2 = true, 3814).
digit(29752, 6).
initiatedAtNoise(sequence3 = true, 3815).
digit(7069, 9).
initiatedAtNoise(sequence4 = false, 3816).
digit(13118, 6).
initiatedAtNoise(sequence3 = true, 3817).
digit(29168, 5).
initiatedAtNoise(sequence2 = false, 3818).
digit(5598, 8).
initiatedAtNoise(sequence4 = true, 3819).
digit(25786, 6).
initiatedAtNoise(sequence3 = true, 3820).
digit(17182, 9).
initiatedAtNoise(sequence4 = false, 3821).
digit(3175, 7).
initiatedAtNoise(sequence3 = false, 3822).
digit(22524, 7).
initiatedAt(sequence3 = false, 3823).
digit(18776, 2).
initiatedAtNoise(sequence1 = true, 3824).
digit(27834, 7).
initiatedAtNoise(sequence3 = false, 3825).
digit(28237, 9).
initiatedAtNoise(sequence4 = false, 3826).
