digit(24335, 8).
digit(12198, 7).
digit(461, 6).
digit(19791, 7).
digit(20841, 4).
digit(30080, 7).
digit(1025, 4).
digit(2804, 6).
digit(28960, 7).
digit(27834, 7).
digit(16409, 6).
digit(4502, 8).
digit(25976, 7).
digit(11238, 9).
digit(24187, 6).
digit(924, 7).
digit(31855, 6).
digit(22881, 4).
digit(4418, 3).
digit(3641, 9).
digit(1342, 2).
digit(25324, 4).
digit(2892, 7).
digit(4749, 4).
digit(29653, 6).
digit(5317, 2).
digit(2339, 3).
digit(26744, 1).
digit(22070, 3).
digit(13780, 8).
digit(13054, 8).
digit(21048, 2).
digit(23733, 3).
digit(19698, 9).
digit(30830, 8).
digit(30983, 4).
digit(24905, 9).
digit(9119, 7).
digit(10915, 8).
digit(16964, 5).
digit(17409, 7).
digit(30286, 8).
digit(31162, 8).
digit(12027, 9).
digit(10814, 9).
digit(30521, 7).
digit(5710, 6).
digit(17422, 4).
digit(25185, 3).
digit(18848, 6).
digit(13107, 6).
digit(20472, 4).
digit(8620, 6).
digit(24866, 9).
digit(8754, 7).
digit(21682, 5).
digit(24351, 7).
digit(14375, 9).
digit(2514, 4).
digit(9181, 5).
digit(15919, 9).
digit(17469, 2).
digit(28327, 5).
digit(22830, 6).
digit(8999, 4).
digit(29942, 6).
digit(5092, 5).
digit(4747, 6).
digit(19210, 6).
digit(17358, 8).
digit(21862, 7).
digit(12487, 3).
digit(27868, 6).
digit(7309, 4).
digit(18819, 9).
digit(10501, 9).
digit(13278, 8).
digit(12324, 4).
digit(21152, 1).
digit(26114, 9).
digit(27699, 9).
digit(15024, 3).
digit(7806, 1).
digit(27428, 3).
digit(22833, 8).
digit(21483, 8).
digit(14390, 6).
digit(22089, 8).
digit(13471, 5).
digit(12597, 6).
digit(22415, 6).
digit(5868, 9).
digit(21354, 8).
digit(11656, 5).
digit(433, 7).
digit(26063, 8).
digit(29071, 7).
digit(2952, 8).
digit(12188, 9).
digit(29070, 8).
digit(16577, 2).
digit(4400, 8).
digit(21336, 5).
digit(18031, 9).
digit(4228, 7).
digit(21097, 6).
digit(29522, 3).
digit(25392, 2).
digit(17421, 8).
digit(5001, 5).
digit(25310, 4).
digit(91, 2).
digit(15784, 8).
digit(1662, 3).
digit(21533, 4).
digit(15416, 4).
digit(30519, 4).
digit(15415, 1).
digit(3868, 9).
digit(23132, 3).
digit(8627, 2).
digit(416, 5).
digit(1820, 7).
digit(19544, 4).
digit(2768, 8).
digit(25023, 5).
digit(25251, 1).
digit(8592, 9).
digit(32367, 4).
digit(9647, 5).
digit(20168, 8).
digit(14265, 6).
digit(6678, 9).
digit(30151, 8).
digit(1967, 4).
digit(3038, 8).
digit(3260, 9).
digit(28590, 9).
digit(7890, 9).
digit(4056, 2).
digit(14369, 7).
digit(25657, 4).
digit(20586, 2).
digit(30577, 3).
digit(28573, 2).
digit(20895, 7).
digit(27384, 4).
digit(29960, 7).
digit(22605, 7).
digit(28437, 8).
digit(27521, 2).
digit(24634, 4).
digit(24876, 9).
digit(22087, 3).
digit(3115, 8).
digit(13684, 6).
digit(15452, 6).
digit(12628, 6).
digit(4373, 5).
digit(16746, 6).
digit(5637, 1).
digit(28733, 9).
digit(12799, 6).
digit(8053, 6).
digit(5116, 5).
digit(31272, 5).
digit(8522, 9).
digit(26486, 5).
digit(2373, 9).
digit(1994, 9).
digit(16032, 9).
digit(997, 5).
digit(7404, 2).
digit(3990, 0).
digit(18075, 9).
digit(25413, 7).
digit(30154, 9).
digit(19262, 6).
digit(5388, 7).
digit(15555, 6).
digit(686, 5).
digit(15981, 9).
digit(26217, 8).
digit(30752, 8).
digit(21367, 6).
digit(32300, 9).
digit(315, 5).
digit(28495, 2).
digit(28198, 4).
digit(18753, 6).
digit(21272, 9).
digit(9742, 4).
digit(6221, 2).
digit(21658, 2).
digit(30392, 8).
digit(21666, 5).
digit(20352, 0).
digit(4241, 9).
digit(24282, 6).
digit(30327, 7).
digit(23462, 9).
digit(797, 5).
digit(4945, 7).
digit(24791, 9).
digit(14807, 5).
digit(7714, 8).
digit(11974, 5).
digit(9666, 8).
digit(26269, 2).
digit(31616, 9).
digit(20803, 8).
digit(12142, 4).
digit(10238, 7).
digit(23580, 5).
digit(32262, 8).
digit(21132, 4).
digit(27324, 1).
digit(5401, 8).
digit(27755, 7).
digit(11024, 6).
digit(29127, 8).
digit(9972, 2).
digit(19201, 1).
digit(2164, 6).
digit(25022, 1).
digit(3957, 7).
digit(16736, 3).
digit(3310, 3).
digit(24236, 7).
digit(32342, 9).
digit(6292, 5).
digit(27193, 5).
digit(8246, 8).
digit(4756, 3).
digit(30978, 5).
digit(32139, 4).
digit(31467, 3).
digit(17700, 6).
digit(14237, 6).
digit(27250, 5).
digit(15604, 6).
digit(8880, 9).
digit(7788, 9).
digit(29347, 7).
digit(15521, 3).
digit(8208, 6).
digit(16515, 3).
digit(2355, 5).
digit(26951, 2).
digit(7055, 9).
digit(3154, 6).
digit(28007, 2).
digit(5897, 9).
digit(20523, 9).
digit(7579, 7).
digit(17925, 9).
digit(26056, 4).
digit(21050, 2).
digit(20867, 7).
digit(6912, 4).
digit(26545, 8).
digit(17015, 9).
digit(8141, 6).
digit(22868, 4).
digit(19095, 8).
digit(18091, 4).
digit(12133, 9).
digit(23049, 9).
digit(7266, 4).
digit(27914, 4).
digit(4675, 3).
digit(22779, 6).
digit(16739, 9).
digit(30827, 8).
digit(23699, 8).
digit(16489, 7).
digit(3286, 2).
digit(4169, 9).
digit(30502, 3).
digit(30204, 0).
digit(12035, 1).
digit(31143, 9).
digit(4857, 9).
digit(9415, 8).
digit(4074, 5).
digit(20427, 8).
digit(2746, 8).
digit(26547, 8).
digit(31450, 7).
digit(29993, 6).
digit(18870, 9).
digit(15584, 2).
digit(32323, 7).
digit(5871, 2).
digit(11027, 6).
digit(14493, 7).
digit(19443, 4).
digit(14109, 9).
digit(9334, 2).
digit(28804, 9).
digit(4362, 3).
digit(11875, 6).
digit(8618, 8).
digit(23571, 5).
digit(27273, 7).
digit(12850, 7).
digit(13671, 4).
digit(26437, 9).
digit(26288, 1).
digit(26397, 7).
digit(28428, 8).
digit(18875, 4).
digit(16054, 6).
digit(23996, 8).
digit(21915, 2).
digit(31821, 6).
digit(12568, 9).
digit(3520, 9).
digit(31191, 1).
digit(6156, 8).
digit(3116, 9).
digit(29457, 9).
digit(21649, 7).
digit(13863, 5).
digit(11752, 5).
digit(12789, 8).
digit(25908, 6).
digit(23427, 6).
digit(10107, 8).
digit(24320, 6).
digit(26783, 1).
digit(25192, 6).
digit(12497, 7).
digit(13427, 6).
digit(11057, 5).
digit(28507, 1).
digit(23911, 5).
digit(9108, 7).
digit(9991, 5).
digit(10071, 2).
digit(22076, 7).
digit(8234, 7).
digit(23568, 8).
digit(21420, 5).
digit(19672, 7).
digit(12400, 8).
digit(1933, 5).
digit(23324, 7).
digit(22387, 1).
digit(24344, 7).
digit(21172, 5).
digit(29500, 2).
digit(13463, 6).
digit(29498, 8).
digit(21392, 8).
digit(3062, 6).
digit(11126, 9).
digit(28020, 9).
digit(24033, 6).
digit(9564, 5).
digit(24429, 9).
digit(6659, 8).
digit(12592, 6).
digit(12226, 4).
digit(4308, 3).
digit(12550, 4).
digit(8199, 5).
digit(15316, 4).
digit(2599, 9).
digit(10371, 9).
digit(32120, 7).
digit(7331, 3).
digit(27985, 2).
digit(10, 3).
digit(2721, 9).
digit(11260, 7).
digit(2875, 5).
digit(11611, 8).
digit(27602, 9).
digit(22104, 5).
digit(506, 7).
digit(19962, 6).
digit(10720, 8).
digit(8960, 3).
digit(28108, 6).
digit(7133, 0).
digit(16235, 8).
digit(31638, 4).
digit(11042, 3).
digit(11694, 2).
digit(6023, 8).
digit(2769, 9).
digit(31967, 2).
digit(29061, 9).
digit(14118, 2).
digit(22571, 8).
digit(383, 7).
digit(3875, 6).
digit(18563, 0).
digit(14319, 9).
digit(796, 7).
digit(25781, 9).
digit(7737, 7).
digit(21138, 1).
digit(11915, 6).
digit(24378, 7).
digit(403, 5).
digit(10874, 4).
digit(31308, 4).
digit(1720, 5).
digit(11448, 9).
digit(21773, 8).
digit(32123, 4).
digit(12632, 7).
digit(17566, 8).
digit(30491, 9).
digit(24938, 5).
digit(19266, 9).
digit(29895, 7).
digit(8285, 9).
digit(19954, 8).
digit(32835, 4).
digit(11761, 9).
digit(18790, 7).
digit(16653, 9).
digit(3925, 2).
digit(25065, 3).
digit(3944, 9).
digit(14294, 7).
digit(20874, 9).
digit(29254, 8).
digit(12708, 6).
digit(3429, 4).
digit(21892, 4).
digit(25082, 4).
digit(12734, 9).
digit(7798, 1).
digit(20237, 5).
digit(25949, 2).
digit(31968, 7).
digit(223, 8).
digit(6889, 8).
digit(29503, 9).
digit(26362, 6).
digit(7970, 7).
digit(5818, 7).
digit(29779, 4).
digit(16218, 3).
digit(30372, 7).
digit(29994, 1).
digit(19403, 2).
digit(32862, 6).
digit(7180, 9).
digit(19815, 9).
digit(8054, 5).
digit(6593, 9).
digit(11502, 6).
digit(8247, 7).
digit(868, 7).
digit(25903, 6).
digit(1031, 8).
digit(26480, 8).
digit(11693, 7).
digit(10465, 2).
digit(26849, 8).
digit(10251, 8).
digit(28463, 4).
digit(25668, 0).
digit(28284, 8).
digit(27259, 2).
digit(28271, 2).
digit(31651, 3).
digit(18530, 2).
digit(2707, 4).
digit(23299, 7).
digit(3960, 5).
digit(25284, 6).
digit(20923, 2).
digit(5850, 5).
digit(26348, 9).
digit(10470, 1).
digit(7831, 6).
digit(12186, 1).
digit(17020, 3).
digit(25342, 6).
digit(31386, 9).
digit(30593, 7).
digit(23337, 4).
digit(5754, 6).
digit(18703, 3).
digit(4691, 4).
digit(2592, 7).
digit(10749, 9).
digit(12242, 3).
digit(27398, 1).
digit(4729, 5).
digit(23815, 8).
digit(19163, 9).
digit(10574, 8).
digit(26055, 9).
digit(24784, 3).
digit(20089, 8).
digit(5243, 3).
digit(5924, 5).
digit(22668, 7).
digit(23339, 7).
digit(29001, 4).
digit(7160, 8).
digit(17791, 8).
digit(19368, 7).
digit(17846, 5).
digit(11792, 4).
digit(2839, 8).
digit(21631, 2).
digit(5029, 6).
digit(15040, 3).
digit(9305, 9).
digit(11435, 8).
digit(1276, 8).
digit(10335, 7).
digit(25529, 2).
digit(2111, 8).
digit(24019, 3).
digit(2967, 8).
digit(18507, 5).
digit(24997, 5).
digit(27060, 5).
digit(6133, 4).
digit(32766, 4).
digit(10249, 4).
digit(27313, 2).
digit(6284, 7).
digit(21882, 3).
digit(29654, 4).
digit(2114, 8).
digit(31566, 6).
digit(17419, 7).
digit(8496, 7).
digit(32573, 5).
digit(16817, 9).
digit(25962, 4).
digit(685, 9).
digit(22760, 4).
digit(9352, 8).
digit(19128, 8).
digit(121, 3).
digit(2757, 8).
digit(12262, 4).
digit(25755, 1).
digit(32550, 7).
digit(2956, 7).
digit(14920, 5).
digit(476, 3).
digit(1425, 6).
digit(15148, 7).
digit(11153, 0).
digit(24439, 9).
digit(2384, 6).
digit(4610, 7).
digit(13662, 3).
digit(29657, 8).
digit(20621, 7).
digit(10902, 8).
digit(3131, 2).
digit(26664, 6).
digit(11387, 7).
digit(15522, 9).
digit(8777, 9).
digit(13383, 9).
digit(15761, 7).
digit(24904, 3).
digit(8402, 4).
digit(21824, 5).
digit(7860, 2).
digit(6000, 4).
digit(14095, 8).
digit(16791, 4).
digit(29238, 8).
digit(17128, 7).
digit(10482, 0).
digit(29757, 8).
digit(32051, 7).
digit(1931, 6).
digit(15203, 2).
digit(27909, 8).
digit(671, 4).
digit(7189, 9).
digit(16454, 4).
digit(8935, 3).
digit(2357, 9).
digit(20356, 5).
digit(17285, 5).
digit(6452, 7).
digit(24023, 7).
digit(10200, 8).
digit(23415, 2).
digit(24139, 9).
digit(19090, 8).
digit(26357, 8).
digit(7399, 8).
digit(23069, 9).
digit(12309, 6).
digit(25364, 7).
digit(1428, 4).
digit(29642, 3).
digit(7801, 6).
digit(9272, 9).
digit(12983, 7).
digit(7128, 5).
digit(22434, 3).
digit(12241, 0).
digit(13794, 2).
digit(2937, 8).
digit(11850, 8).
digit(29702, 9).
digit(27683, 8).
digit(22288, 3).
digit(31997, 9).
digit(1664, 9).
digit(10364, 3).
digit(3616, 3).
digit(24829, 6).
digit(25773, 5).
digit(8409, 2).
digit(2199, 7).
digit(25700, 7).
digit(29076, 3).
digit(4959, 4).
digit(28936, 9).
digit(8643, 6).
digit(7324, 5).
digit(7593, 4).
digit(24296, 6).
digit(15869, 5).
digit(26973, 8).
digit(5931, 5).
digit(935, 3).
digit(13613, 9).
digit(7556, 7).
digit(27793, 9).
digit(24618, 5).
digit(28367, 9).
digit(16157, 4).
digit(21512, 6).
digit(4740, 8).
digit(9605, 5).
digit(843, 9).
digit(31325, 7).
digit(3175, 7).
digit(4513, 5).
digit(19879, 9).
digit(18183, 2).
digit(4428, 3).
digit(23453, 4).
digit(25923, 5).
digit(11625, 2).
digit(26101, 7).
digit(23824, 2).
digit(15265, 5).
digit(16684, 7).
digit(12874, 9).
digit(10196, 9).
digit(12970, 6).
digit(5408, 0).
digit(2040, 7).
digit(7471, 6).
digit(32486, 5).
digit(12613, 3).
digit(24640, 1).
digit(12147, 4).
digit(9447, 8).
digit(19831, 8).
digit(29783, 8).
digit(6432, 7).
digit(4635, 4).
digit(27863, 7).
digit(8245, 8).
digit(3704, 9).
digit(28598, 6).
digit(4105, 8).
digit(26370, 2).
digit(8015, 8).
digit(6729, 9).
digit(24372, 2).
digit(11282, 2).
digit(23746, 7).
digit(13235, 7).
digit(11244, 5).
digit(18147, 2).
digit(2218, 5).
digit(28640, 9).
digit(13476, 3).
digit(8789, 3).
digit(11032, 5).
digit(14289, 5).
digit(30032, 3).
digit(29480, 9).
digit(14575, 4).
digit(11630, 6).
digit(11672, 9).
digit(13204, 9).
digit(22302, 3).
digit(15964, 9).
digit(26773, 6).
digit(21180, 5).
digit(5114, 8).
digit(29695, 1).
digit(10091, 6).
digit(10673, 5).
digit(24623, 7).
digit(3073, 8).
digit(16085, 8).
digit(20719, 9).
digit(16815, 0).
digit(32577, 8).
digit(4570, 6).
digit(4408, 9).
digit(172, 8).
digit(11319, 6).
digit(20937, 8).
digit(1547, 0).
digit(14105, 7).
digit(17962, 8).
digit(29263, 6).
digit(26669, 6).
digit(19968, 5).
digit(9551, 4).
digit(13361, 9).
digit(32654, 5).
digit(13894, 9).
digit(23273, 8).
digit(30226, 5).
digit(311, 4).
digit(2987, 9).
digit(25255, 9).
digit(18979, 7).
digit(3947, 7).
digit(11269, 9).
digit(18549, 5).
digit(12151, 6).
digit(31291, 5).
digit(17030, 9).
digit(14654, 3).
digit(11956, 9).
digit(8493, 5).
digit(30312, 5).
digit(24595, 7).
digit(23836, 7).
digit(22137, 6).
digit(29065, 8).
digit(7917, 8).
digit(27526, 7).
digit(14977, 9).
digit(15327, 6).
digit(4500, 9).
digit(28874, 8).
digit(3142, 7).
digit(5916, 4).
digit(3485, 1).
digit(32035, 5).
digit(22782, 8).
digit(7768, 9).
digit(5991, 4).
digit(20814, 9).
digit(21162, 6).
digit(24116, 3).
digit(27660, 5).
digit(17468, 8).
digit(19340, 6).
digit(14510, 3).
digit(32334, 8).
digit(27410, 6).
digit(12292, 8).
digit(10495, 8).
digit(24688, 5).
digit(31328, 9).
digit(31940, 9).
digit(32520, 5).
digit(3351, 8).
digit(27102, 4).
digit(20066, 9).
digit(18980, 8).
digit(25014, 4).
digit(24859, 9).
digit(15686, 5).
digit(15530, 9).
digit(25933, 3).
digit(13142, 5).
digit(2971, 1).
digit(2360, 5).
digit(28329, 4).
digit(21368, 5).
digit(28398, 9).
digit(17042, 7).
digit(31911, 8).
digit(10403, 8).
digit(22522, 8).
digit(1197, 6).
digit(32214, 3).
digit(30711, 7).
digit(1802, 4).
digit(26068, 8).
digit(26333, 9).
digit(30650, 9).
digit(18485, 7).
digit(26549, 9).
digit(15765, 9).
digit(3910, 8).
digit(9756, 9).
digit(10250, 9).
digit(11150, 6).
digit(5954, 8).
digit(32683, 4).
digit(2048, 4).
digit(13188, 9).
digit(28553, 8).
digit(17579, 7).
digit(3199, 5).
digit(13797, 7).
digit(15531, 9).
digit(6327, 8).
digit(18342, 6).
digit(24017, 3).
digit(19297, 9).
digit(2085, 6).
digit(626, 8).
digit(4955, 7).
digit(9984, 5).
digit(31266, 1).
digit(8292, 4).
digit(17796, 8).
digit(1787, 4).
digit(6205, 1).
digit(29786, 5).
digit(3497, 8).
digit(23752, 9).
digit(20938, 6).
digit(21200, 9).
digit(885, 7).
digit(3664, 8).
digit(16009, 7).
digit(13094, 9).
digit(26504, 9).
digit(562, 3).
digit(355, 5).
digit(21225, 1).
digit(6543, 7).
digit(19473, 4).
digit(25549, 6).
digit(28938, 8).
digit(14679, 5).
digit(9925, 6).
digit(4723, 8).
digit(7575, 6).
digit(7998, 4).
digit(28572, 9).
digit(28672, 3).
digit(23276, 7).
digit(30664, 8).
digit(32462, 8).
digit(10405, 6).
digit(32344, 8).
digit(5002, 6).
digit(21555, 7).
digit(17304, 2).
digit(711, 9).
digit(18204, 5).
digit(28544, 3).
digit(27536, 9).
digit(17264, 3).
digit(26568, 8).
digit(18319, 8).
digit(15849, 5).
digit(6586, 7).
digit(28956, 6).
digit(144, 6).
digit(18734, 9).
digit(696, 8).
digit(4504, 3).
digit(2389, 2).
digit(3895, 8).
digit(10285, 5).
digit(20911, 0).
digit(23420, 5).
digit(19933, 6).
digit(14684, 2).
digit(1252, 8).
digit(25917, 7).
digit(20360, 6).
digit(12028, 4).
digit(21290, 4).
digit(5660, 5).
digit(31516, 8).
digit(5561, 4).
digit(23771, 9).
digit(10571, 4).
digit(15241, 9).
digit(17764, 8).
digit(4150, 6).
digit(16344, 5).
digit(21212, 9).
digit(334, 6).
digit(31738, 4).
digit(26686, 6).
digit(7893, 6).
digit(1922, 9).
digit(24552, 7).
digit(15841, 5).
digit(17031, 3).
digit(4191, 1).
digit(26724, 7).
digit(10730, 2).
digit(24319, 8).
digit(18065, 9).
digit(30347, 9).
digit(18165, 9).
digit(12126, 2).
digit(14887, 6).
digit(26537, 6).
digit(12293, 7).
digit(24753, 9).
digit(1849, 6).
digit(21329, 4).
digit(1831, 8).
digit(4221, 3).
digit(27702, 9).
digit(5763, 9).
digit(4173, 2).
digit(3513, 3).
digit(13802, 9).
digit(28153, 4).
digit(29458, 8).
digit(11704, 8).
digit(25554, 6).
digit(25694, 7).
digit(32817, 6).
digit(18145, 7).
digit(21714, 3).
digit(19716, 6).
digit(19737, 9).
digit(27983, 4).
digit(117, 6).
digit(32022, 8).
digit(20372, 5).
digit(18606, 7).
digit(332, 7).
digit(11789, 8).
digit(13362, 2).
digit(11988, 5).
digit(20713, 8).
digit(31991, 6).
digit(2640, 6).
digit(30614, 9).
digit(3373, 2).
digit(18952, 7).
digit(24642, 7).
digit(13086, 2).
digit(31422, 9).
digit(28399, 0).
digit(6123, 3).
digit(27734, 6).
digit(23870, 5).
digit(25202, 1).
digit(9424, 0).
digit(23044, 7).
digit(20001, 9).
digit(8360, 5).
digit(29719, 3).
digit(28642, 4).
digit(16243, 2).
digit(8013, 6).
digit(17170, 6).
digit(25253, 9).
digit(18126, 3).
digit(23368, 3).
digit(11056, 7).
digit(7381, 6).
digit(28929, 8).
digit(19327, 6).
digit(22956, 6).
digit(2276, 6).
digit(14506, 1).
digit(1464, 7).
digit(2582, 2).
digit(24945, 2).
digit(3182, 3).
digit(26786, 8).
digit(23228, 6).
digit(133, 3).
digit(7424, 6).
digit(18426, 6).
digit(29111, 3).
digit(1926, 8).
digit(5286, 7).
digit(19493, 7).
digit(8188, 9).
digit(18368, 4).
digit(7631, 9).
digit(6741, 8).
digit(32195, 8).
digit(18140, 6).
digit(31228, 6).
digit(10655, 5).
digit(25502, 9).
digit(3727, 4).
digit(25531, 5).
digit(17309, 6).
digit(3856, 8).
digit(592, 5).
digit(18542, 4).
digit(22417, 7).
digit(8869, 8).
digit(10896, 9).
digit(24158, 5).
digit(19348, 6).
digit(11195, 1).
digit(15592, 7).
digit(664, 6).
digit(4826, 2).
digit(10925, 6).
digit(1754, 8).
digit(15183, 5).
digit(31746, 7).
digit(17799, 8).
digit(19767, 9).
digit(6249, 5).
digit(3250, 8).
digit(25257, 8).
digit(27248, 8).
digit(22567, 7).
digit(14947, 9).
digit(1108, 3).
digit(10621, 9).
digit(18599, 6).
digit(16902, 4).
digit(18688, 8).
digit(28490, 6).
digit(22755, 5).
digit(10903, 8).
digit(14441, 9).
digit(31208, 3).
digit(27213, 9).
digit(20250, 7).
digit(31348, 8).
digit(8037, 0).
digit(12924, 1).
digit(11368, 7).
digit(7669, 8).
digit(18990, 4).
digit(29465, 2).
digit(2155, 5).
digit(16262, 5).
digit(12256, 8).
digit(5030, 8).
digit(9699, 6).
digit(1250, 7).
digit(25548, 5).
digit(8933, 9).
digit(7261, 5).
digit(31369, 5).
digit(21715, 6).
digit(22247, 8).
digit(23343, 9).
digit(28353, 6).
digit(4622, 6).
digit(4269, 7).
digit(12453, 7).
digit(16492, 8).
digit(21992, 4).
digit(23920, 6).
digit(3812, 6).
digit(27429, 1).
digit(24265, 6).
digit(6268, 8).
digit(28705, 6).
digit(6482, 8).
digit(12897, 6).
digit(18046, 7).
digit(20617, 4).
digit(25790, 4).
digit(16036, 7).
digit(6031, 8).
digit(20371, 9).
digit(9094, 9).
digit(27775, 7).
digit(10136, 6).
digit(1702, 6).
digit(15593, 6).
digit(28554, 9).
digit(28860, 7).
digit(13412, 5).
digit(4798, 5).
digit(5155, 8).
digit(28636, 6).
digit(15309, 4).
digit(9946, 5).
digit(29615, 7).
digit(27542, 7).
digit(18215, 6).
digit(12401, 9).
digit(14491, 9).
digit(7739, 5).
digit(11870, 0).
digit(26845, 2).
digit(32510, 5).
digit(21164, 8).
digit(16254, 9).
digit(23770, 4).
digit(5729, 9).
digit(14715, 7).
digit(81, 9).
digit(11976, 4).
digit(15006, 8).
digit(31280, 8).
digit(4419, 7).
digit(12475, 7).
digit(4978, 9).
digit(31204, 5).
digit(9596, 1).
digit(16429, 2).
digit(261, 5).
digit(21884, 8).
digit(574, 6).
digit(10858, 7).
digit(19321, 5).
digit(6724, 9).
digit(11510, 2).
digit(19599, 8).
digit(9753, 4).
digit(1744, 4).
digit(14247, 7).
digit(20166, 8).
digit(6580, 4).
digit(3942, 9).
digit(23533, 0).
digit(1864, 6).
digit(14764, 4).
digit(5022, 7).
digit(16285, 7).
digit(23477, 2).
digit(27568, 8).
digit(20697, 7).
digit(1925, 6).
digit(27286, 3).
digit(27708, 1).
digit(15233, 8).
digit(25483, 9).
digit(31320, 9).
digit(3793, 6).
digit(25152, 0).
digit(25218, 2).
digit(30121, 2).
digit(14460, 8).
digit(1005, 7).
digit(5390, 1).
digit(23839, 7).
digit(29901, 7).
digit(25203, 4).
digit(25988, 3).
digit(7599, 9).
digit(16255, 9).
digit(18207, 8).
digit(22710, 7).
digit(32197, 8).
digit(24819, 3).
digit(24798, 4).
digit(31625, 9).
digit(5276, 8).
digit(13835, 4).
digit(25250, 8).
digit(23340, 4).
digit(18744, 8).
digit(25941, 9).
digit(3551, 8).
digit(20242, 6).
digit(14207, 2).
digit(21829, 5).
digit(2729, 1).
digit(1006, 6).
digit(16316, 9).
digit(32427, 6).
digit(13773, 0).
digit(26345, 7).
digit(15538, 5).
digit(26339, 6).
digit(14585, 8).
digit(19936, 4).
digit(6288, 7).
digit(14629, 4).
digit(25999, 9).
digit(9016, 7).
digit(14617, 7).
digit(13075, 1).
digit(19225, 8).
digit(7507, 2).
digit(29601, 7).
digit(19925, 4).
digit(14701, 6).
digit(15977, 3).
digit(15988, 8).
digit(30359, 1).
digit(2538, 4).
digit(20188, 2).
digit(21981, 2).
digit(27677, 8).
digit(19021, 8).
digit(27927, 7).
digit(12721, 3).
digit(10104, 5).
digit(27906, 7).
digit(11886, 7).
digit(1452, 4).
digit(11076, 4).
digit(496, 7).
digit(6313, 8).
digit(29379, 8).
digit(10666, 5).
digit(2501, 2).
digit(9228, 8).
digit(30813, 1).
digit(17192, 6).
digit(26386, 9).
digit(24708, 7).
digit(18262, 4).
digit(2374, 7).
digit(9639, 7).
digit(20921, 2).
digit(4988, 4).
digit(4840, 8).
digit(21662, 8).
digit(19006, 6).
digit(14584, 8).
digit(23713, 1).
digit(20197, 7).
digit(7650, 9).
digit(13371, 0).
digit(18972, 8).
digit(23905, 1).
digit(979, 3).
digit(20373, 7).
digit(16668, 9).
digit(11358, 6).
digit(15366, 9).
digit(20485, 9).
digit(32493, 4).
digit(29036, 5).
digit(30255, 7).
digit(18341, 8).
digit(8333, 9).
digit(21604, 5).
digit(273, 9).
digit(30507, 5).
digit(13665, 8).
digit(14630, 0).
digit(19387, 9).
digit(26038, 4).
digit(29959, 7).
digit(6236, 9).
digit(28476, 7).
digit(22746, 3).
digit(15698, 9).
digit(8744, 8).
digit(25977, 3).
digit(16151, 9).
digit(25394, 2).
digit(19013, 8).
digit(2806, 6).
digit(9619, 2).
digit(5136, 1).
digit(26861, 5).
digit(9398, 9).
digit(23459, 8).
digit(15267, 6).
digit(19175, 6).
digit(15121, 9).
digit(8750, 9).
digit(20884, 9).
digit(1520, 4).
digit(13303, 6).
digit(20301, 9).
digit(17297, 9).
digit(25823, 9).
digit(17471, 6).
digit(8815, 4).
digit(27190, 5).
digit(25942, 8).
digit(11134, 6).
digit(14644, 2).
digit(17239, 5).
digit(24249, 4).
digit(10522, 3).
digit(23921, 8).
digit(4046, 6).
digit(18384, 3).
digit(6796, 9).
digit(13520, 8).
digit(24337, 3).
digit(20264, 6).
digit(11488, 5).
digit(22, 9).
digit(11131, 6).
digit(9451, 7).
digit(22925, 9).
digit(30721, 5).
digit(15623, 7).
digit(26118, 9).
digit(23588, 5).
digit(11562, 4).
digit(24374, 8).
digit(138, 7).
digit(10432, 5).
digit(14014, 9).
digit(32659, 5).
digit(14220, 8).
digit(1362, 7).
digit(15757, 4).
digit(26839, 9).
digit(30773, 5).
digit(30003, 3).
digit(7592, 5).
digit(17019, 9).
digit(26652, 4).
digit(3982, 6).
digit(283, 7).
digit(12328, 2).
digit(26692, 1).
digit(19740, 0).
digit(14533, 6).
digit(30946, 3).
digit(407, 3).
digit(27450, 6).
digit(15745, 6).
digit(2439, 8).
digit(10420, 6).
digit(24403, 7).
digit(31336, 3).
digit(16216, 9).
digit(27452, 6).
digit(8429, 4).
digit(32752, 9).
digit(29619, 5).
digit(30699, 9).
digit(18668, 4).
digit(24727, 6).
digit(26330, 4).
digit(15174, 3).
digit(30859, 7).
digit(11029, 3).
digit(13122, 5).
digit(24003, 7).
digit(6116, 7).
digit(18908, 8).
digit(13915, 7).
digit(19676, 8).
digit(31202, 8).
digit(19902, 4).
digit(28773, 6).
digit(3883, 6).
digit(21696, 7).
digit(10212, 4).
digit(5386, 5).
digit(15993, 9).
digit(25774, 8).
digit(5348, 2).
digit(19385, 6).
digit(28021, 5).
digit(18171, 9).
digit(22730, 9).
digit(3133, 5).
digit(21274, 4).
digit(9165, 9).
digit(19938, 7).
digit(32128, 8).
digit(18587, 7).
digit(8964, 1).
digit(17576, 8).
digit(2125, 7).
digit(3643, 7).
digit(30117, 9).
digit(28864, 9).
digit(17146, 4).
digit(8482, 6).
digit(29868, 4).
digit(3730, 2).
digit(26796, 9).
digit(15035, 8).
digit(30947, 8).
digit(16553, 3).
digit(18910, 8).
digit(14290, 2).
digit(694, 9).
digit(10644, 7).
digit(14631, 7).
digit(27850, 5).
digit(21934, 8).
digit(30928, 0).
digit(1666, 6).
digit(26034, 5).
digit(13808, 7).
digit(20555, 8).
digit(16241, 5).
digit(12461, 9).
digit(28924, 1).
digit(25409, 9).
