digit(18657, 0).
initiatedAtNoise(sequence2 = false, 10404).
digit(927, 6).
digit(22266, 2).
initiatedAtNoise(sequence1 = true, 10406).
digit(21017, 7).
initiatedAtNoise(sequence3 = false, 10407).
digit(9067, 6).
initiatedAtNoise(sequence3 = true, 10408).
digit(17561, 9).
digit(21527, 5).
initiatedAtNoise(sequence2 = false, 10410).
digit(24943, 7).
initiatedAtNoise(sequence3 = false, 10411).
digit(10131, 5).
initiatedAtNoise(sequence2 = false, 10412).
digit(9139, 9).
digit(4618, 2).
digit(25259, 4).
digit(16243, 2).
digit(24778, 8).
initiatedAtNoise(sequence4 = true, 10417).
digit(10523, 8).
initiatedAt(sequence4 = true, 10418).
digit(8126, 9).
digit(21403, 9).
initiatedAt(sequence4 = false, 10420).
digit(7721, 6).
initiatedAtNoise(sequence3 = true, 10421).
digit(15859, 9).
digit(31756, 7).
initiatedAtNoise(sequence3 = false, 10423).
digit(24030, 4).
initiatedAtNoise(sequence2 = true, 10424).
digit(12508, 6).
initiatedAtNoise(sequence3 = true, 10425).
digit(27442, 4).
initiatedAtNoise(sequence2 = true, 10426).
digit(3026, 9).
initiatedAtNoise(sequence4 = false, 10427).
digit(9812, 4).
digit(23866, 6).
digit(31349, 8).
initiatedAtNoise(sequence4 = true, 10430).
digit(18859, 4).
initiatedAtNoise(sequence2 = true, 10431).
digit(12537, 7).
digit(32035, 5).
initiatedAtNoise(sequence2 = false, 10433).
digit(9267, 3).
digit(17807, 3).
initiatedAt(sequence1 = false, 10435).
digit(16501, 4).
digit(16313, 6).
digit(8526, 8).
digit(12055, 1).
digit(25868, 8).
digit(20713, 8).
initiatedAt(sequence4 = true, 10441).
digit(18524, 8).
initiatedAt(sequence4 = true, 10442).
digit(7020, 7).
digit(20483, 7).
initiatedAt(sequence3 = false, 10444).
digit(25730, 4).
initiatedAtNoise(sequence2 = true, 10445).
digit(23705, 4).
initiatedAt(sequence2 = true, 10446).
digit(10014, 3).
initiatedAtNoise(sequence1 = false, 10447).
digit(13335, 7).
initiatedAtNoise(sequence3 = false, 10448).
digit(30909, 6).
initiatedAtNoise(sequence3 = true, 10449).
digit(22316, 8).
digit(23512, 2).
digit(14470, 9).
digit(322, 3).
initiatedAtNoise(sequence1 = false, 10453).
digit(11545, 8).
digit(3871, 8).
initiatedAt(sequence4 = true, 10455).
digit(10176, 5).
digit(8011, 5).
initiatedAt(sequence2 = false, 10457).
digit(24530, 1).
initiatedAtNoise(sequence0 = false, 10458).
digit(32147, 9).
initiatedAtNoise(sequence4 = false, 10459).
digit(27583, 9).
initiatedAt(sequence4 = false, 10460).
digit(18929, 7).
digit(7308, 7).
initiatedAt(sequence3 = false, 10462).
digit(31532, 6).
digit(13556, 1).
initiatedAtNoise(sequence0 = false, 10464).
digit(28896, 5).
initiatedAtNoise(sequence2 = false, 10465).
digit(26759, 6).
digit(22349, 8).
digit(7761, 4).
initiatedAtNoise(sequence2 = true, 10468).
digit(30125, 5).
initiatedAtNoise(sequence2 = false, 10469).
digit(15054, 2).
initiatedAtNoise(sequence1 = true, 10470).
digit(22783, 7).
digit(30135, 7).
initiatedAt(sequence3 = false, 10472).
digit(25572, 2).
digit(12844, 6).
digit(6708, 4).
initiatedAtNoise(sequence2 = true, 10475).
digit(10788, 6).
initiatedAtNoise(sequence3 = true, 10476).
digit(6186, 6).
initiatedAt(sequence3 = true, 10477).
digit(16779, 4).
digit(30801, 4).
initiatedAt(sequence2 = true, 10479).
digit(18628, 4).
initiatedAt(sequence2 = true, 10480).
digit(12945, 5).
initiatedAtNoise(sequence2 = false, 10481).
digit(30256, 8).
digit(23415, 2).
digit(29889, 3).
initiatedAtNoise(sequence1 = false, 10484).
digit(18172, 4).
digit(414, 4).
initiatedAt(sequence2 = true, 10486).
digit(30781, 9).
digit(28528, 6).
initiatedAtNoise(sequence3 = true, 10488).
digit(26932, 6).
initiatedAt(sequence3 = true, 10489).
digit(21889, 9).
initiatedAtNoise(sequence4 = false, 10490).
digit(30116, 8).
initiatedAtNoise(sequence4 = true, 10491).
digit(17327, 8).
initiatedAt(sequence4 = true, 10492).
digit(14541, 8).
initiatedAt(sequence4 = true, 10493).
digit(16974, 4).
digit(8150, 7).
initiatedAtNoise(sequence3 = false, 10495).
digit(13538, 5).
digit(5230, 9).
initiatedAtNoise(sequence4 = false, 10497).
digit(25631, 5).
digit(19091, 9).
initiatedAtNoise(sequence4 = false, 10499).
digit(26804, 5).
digit(27368, 3).
initiatedAtNoise(sequence1 = false, 10501).
digit(32242, 6).
initiatedAtNoise(sequence3 = true, 10502).
digit(14739, 5).
digit(4439, 7).
digit(22229, 2).
initiatedAtNoise(sequence1 = true, 10505).
digit(27200, 9).
initiatedAtNoise(sequence4 = false, 10506).
digit(22274, 9).
initiatedAt(sequence4 = false, 10507).
digit(29086, 5).
initiatedAtNoise(sequence2 = false, 10508).
digit(13097, 1).
initiatedAtNoise(sequence0 = false, 10509).
digit(3586, 2).
initiatedAtNoise(sequence1 = true, 10510).
digit(27066, 8).
initiatedAtNoise(sequence4 = true, 10511).
digit(5010, 0).
initiatedAtNoise(sequence0 = true, 10512).
digit(1163, 6).
initiatedAtNoise(sequence3 = true, 10513).
digit(22150, 8).
digit(13193, 6).
initiatedAtNoise(sequence3 = true, 10515).
digit(20593, 8).
digit(22623, 9).
initiatedAtNoise(sequence4 = false, 10517).
digit(2220, 6).
digit(14232, 1).
digit(20941, 8).
digit(7520, 7).
initiatedAtNoise(sequence3 = false, 10521).
digit(11155, 9).
initiatedAtNoise(sequence4 = false, 10522).
digit(29440, 9).
initiatedAt(sequence4 = false, 10523).
digit(8633, 7).
initiatedAtNoise(sequence3 = false, 10524).
digit(32555, 9).
digit(30034, 7).
initiatedAtNoise(sequence3 = false, 10526).
digit(1377, 2).
initiatedAtNoise(sequence1 = true, 10527).
digit(14771, 7).
digit(21303, 4).
initiatedAtNoise(sequence2 = true, 10529).
digit(6276, 7).
initiatedAtNoise(sequence3 = false, 10530).
digit(21808, 3).
initiatedAtNoise(sequence1 = false, 10531).
digit(526, 2).
initiatedAtNoise(sequence1 = true, 10532).
digit(12451, 6).
initiatedAtNoise(sequence3 = true, 10533).
digit(20445, 5).
initiatedAtNoise(sequence2 = false, 10534).
digit(20890, 8).
digit(16309, 8).
initiatedAt(sequence4 = true, 10536).
digit(25592, 7).
initiatedAtNoise(sequence3 = false, 10537).
digit(9912, 6).
initiatedAtNoise(sequence3 = true, 10538).
digit(6845, 6).
initiatedAt(sequence3 = true, 10539).
digit(23566, 2).
initiatedAtNoise(sequence1 = true, 10540).
digit(9503, 9).
digit(14400, 8).
digit(6086, 8).
initiatedAt(sequence4 = true, 10543).
digit(27110, 6).
initiatedAtNoise(sequence3 = true, 10544).
digit(14644, 2).
digit(7248, 7).
initiatedAtNoise(sequence3 = false, 10546).
digit(24823, 7).
initiatedAt(sequence3 = false, 10547).
digit(2939, 2).
initiatedAtNoise(sequence1 = true, 10548).
digit(21426, 7).
digit(7123, 8).
initiatedAtNoise(sequence4 = true, 10550).
digit(2289, 7).
initiatedAtNoise(sequence3 = false, 10551).
digit(12778, 8).
initiatedAtNoise(sequence4 = true, 10552).
digit(26553, 9).
initiatedAtNoise(sequence4 = false, 10553).
digit(8658, 7).
initiatedAtNoise(sequence3 = false, 10554).
digit(8984, 5).
initiatedAtNoise(sequence2 = false, 10555).
digit(29287, 9).
initiatedAtNoise(sequence4 = false, 10556).
digit(5084, 1).
initiatedAtNoise(sequence0 = false, 10557).
digit(12980, 7).
initiatedAtNoise(sequence3 = false, 10558).
digit(32342, 9).
initiatedAtNoise(sequence4 = false, 10559).
digit(31400, 9).
initiatedAt(sequence4 = false, 10560).
digit(24926, 6).
initiatedAtNoise(sequence3 = true, 10561).
digit(4794, 3).
initiatedAtNoise(sequence1 = false, 10562).
digit(15024, 3).
initiatedAt(sequence1 = false, 10563).
digit(28979, 6).
digit(30059, 8).
digit(9989, 9).
initiatedAtNoise(sequence4 = false, 10566).
digit(31213, 8).
digit(157, 7).
initiatedAtNoise(sequence3 = false, 10568).
digit(31527, 6).
digit(25921, 4).
initiatedAtNoise(sequence2 = true, 10570).
digit(9128, 9).
digit(22701, 6).
digit(31974, 7).
digit(12360, 4).
initiatedAtNoise(sequence2 = true, 10574).
digit(19552, 7).
initiatedAtNoise(sequence3 = false, 10575).
digit(23201, 8).
digit(28548, 5).
initiatedAtNoise(sequence2 = false, 10577).
digit(18912, 7).
digit(25990, 7).
initiatedAt(sequence3 = false, 10579).
digit(14612, 6).
initiatedAtNoise(sequence3 = true, 10580).
digit(20524, 2).
initiatedAtNoise(sequence1 = true, 10581).
digit(30545, 6).
initiatedAtNoise(sequence3 = true, 10582).
digit(12073, 8).
digit(25695, 6).
digit(26856, 9).
digit(19756, 8).
digit(32295, 6).
initiatedAtNoise(sequence3 = true, 10587).
digit(17674, 7).
initiatedAtNoise(sequence3 = false, 10588).
digit(23117, 3).
initiatedAtNoise(sequence1 = false, 10589).
digit(18707, 8).
initiatedAtNoise(sequence4 = true, 10590).
digit(1249, 6).
initiatedAtNoise(sequence3 = true, 10591).
digit(10942, 5).
initiatedAtNoise(sequence2 = false, 10592).
digit(10102, 1).
initiatedAtNoise(sequence0 = false, 10593).
digit(19409, 1).
initiatedAt(sequence0 = false, 10594).
digit(30236, 8).
initiatedAtNoise(sequence4 = true, 10595).
digit(5918, 8).
initiatedAt(sequence4 = true, 10596).
digit(17512, 3).
initiatedAtNoise(sequence1 = false, 10597).
digit(13306, 9).
digit(15709, 9).
initiatedAt(sequence4 = false, 10599).
digit(1872, 8).
initiatedAtNoise(sequence4 = true, 10600).
digit(14213, 8).
initiatedAt(sequence4 = true, 10601).
digit(18865, 5).
digit(861, 5).
initiatedAt(sequence2 = false, 10603).
digit(17991, 7).
initiatedAtNoise(sequence3 = false, 10604).
digit(14657, 9).
initiatedAtNoise(sequence4 = false, 10605).
digit(30830, 8).
initiatedAtNoise(sequence4 = true, 10606).
digit(23830, 9).
digit(19359, 8).
initiatedAtNoise(sequence4 = true, 10608).
digit(20249, 8).
initiatedAt(sequence4 = true, 10609).
digit(12495, 6).
initiatedAtNoise(sequence3 = true, 10610).
digit(19741, 7).
digit(16814, 8).
digit(2781, 4).
digit(23894, 9).
initiatedAtNoise(sequence4 = false, 10614).
digit(22193, 2).
initiatedAtNoise(sequence1 = true, 10615).
digit(25666, 9).
initiatedAtNoise(sequence4 = false, 10616).
digit(22800, 5).
digit(29426, 3).
initiatedAtNoise(sequence1 = false, 10618).
digit(25755, 1).
initiatedAtNoise(sequence0 = false, 10619).
digit(21346, 9).
digit(29850, 6).
initiatedAtNoise(sequence3 = true, 10621).
digit(4871, 4).
initiatedAtNoise(sequence2 = true, 10622).
digit(24755, 5).
initiatedAtNoise(sequence2 = false, 10623).
digit(10723, 8).
initiatedAtNoise(sequence4 = true, 10624).
digit(30997, 6).
digit(31386, 9).
initiatedAtNoise(sequence4 = false, 10626).
digit(20519, 9).
initiatedAt(sequence4 = false, 10627).
digit(19195, 9).
initiatedAt(sequence4 = false, 10628).
digit(18756, 7).
initiatedAtNoise(sequence3 = false, 10629).
digit(29348, 8).
initiatedAtNoise(sequence4 = true, 10630).
digit(28287, 6).
initiatedAtNoise(sequence3 = true, 10631).
digit(31031, 1).
initiatedAtNoise(sequence0 = false, 10632).
digit(28913, 9).
initiatedAtNoise(sequence4 = false, 10633).
digit(23947, 6).
initiatedAtNoise(sequence3 = true, 10634).
digit(9069, 4).
initiatedAtNoise(sequence2 = true, 10635).
digit(12116, 3).
initiatedAtNoise(sequence1 = false, 10636).
digit(2635, 6).
initiatedAtNoise(sequence3 = true, 10637).
digit(23460, 8).
initiatedAtNoise(sequence4 = true, 10638).
digit(21054, 3).
digit(7251, 9).
initiatedAtNoise(sequence4 = false, 10640).
digit(13217, 6).
initiatedAtNoise(sequence3 = true, 10641).
digit(30210, 6).
initiatedAt(sequence3 = true, 10642).
digit(17082, 7).
initiatedAtNoise(sequence3 = false, 10643).
digit(3144, 5).
initiatedAtNoise(sequence2 = false, 10644).
digit(10519, 5).
initiatedAt(sequence2 = false, 10645).
digit(22146, 9).
initiatedAtNoise(sequence4 = false, 10646).
digit(27256, 9).
initiatedAt(sequence4 = false, 10647).
digit(1343, 9).
initiatedAt(sequence4 = false, 10648).
digit(19699, 2).
initiatedAtNoise(sequence1 = true, 10649).
digit(24819, 3).
digit(20432, 8).
initiatedAtNoise(sequence4 = true, 10651).
digit(18170, 7).
initiatedAtNoise(sequence3 = false, 10652).
digit(9589, 5).
initiatedAtNoise(sequence2 = false, 10653).
digit(24476, 8).
digit(20579, 8).
initiatedAt(sequence4 = true, 10655).
digit(16048, 8).
initiatedAt(sequence4 = true, 10656).
digit(5068, 6).
digit(12589, 9).
initiatedAtNoise(sequence4 = false, 10658).
digit(10294, 5).
digit(15205, 3).
initiatedAtNoise(sequence1 = false, 10660).
digit(21841, 9).
initiatedAtNoise(sequence4 = false, 10661).
digit(27796, 0).
initiatedAtNoise(sequence0 = true, 10662).
digit(25746, 9).
digit(12677, 9).
initiatedAt(sequence4 = false, 10664).
digit(22788, 8).
initiatedAtNoise(sequence4 = true, 10665).
digit(16046, 4).
initiatedAtNoise(sequence2 = true, 10666).
digit(3845, 7).
digit(19276, 7).
initiatedAt(sequence3 = false, 10668).
digit(30524, 2).
initiatedAtNoise(sequence1 = true, 10669).
digit(12151, 6).
digit(32424, 0).
digit(30228, 8).
initiatedAtNoise(sequence4 = true, 10672).
digit(5136, 1).
initiatedAtNoise(sequence0 = false, 10673).
digit(6165, 5).
initiatedAtNoise(sequence2 = false, 10674).
digit(13952, 4).
digit(13146, 9).
initiatedAtNoise(sequence4 = false, 10676).
digit(7621, 2).
digit(25671, 7).
initiatedAtNoise(sequence3 = false, 10678).
digit(7270, 2).
initiatedAtNoise(sequence1 = true, 10679).
digit(20977, 9).
digit(19447, 2).
digit(22377, 9).
initiatedAtNoise(sequence4 = false, 10682).
digit(18857, 1).
initiatedAtNoise(sequence0 = false, 10683).
digit(20359, 5).
digit(12001, 3).
initiatedAtNoise(sequence1 = false, 10685).
digit(4317, 9).
digit(7965, 9).
initiatedAt(sequence4 = false, 10687).
digit(31146, 8).
initiatedAtNoise(sequence4 = true, 10688).
digit(32185, 5).
digit(3501, 6).
initiatedAtNoise(sequence3 = true, 10690).
digit(6891, 9).
digit(26195, 8).
digit(19760, 6).
digit(24693, 2).
digit(13936, 4).
initiatedAtNoise(sequence2 = true, 10695).
digit(18864, 3).
digit(18201, 4).
digit(3919, 8).
initiatedAtNoise(sequence4 = true, 10698).
digit(5002, 6).
digit(23373, 5).
initiatedAtNoise(sequence2 = false, 10700).
digit(30847, 8).
digit(3791, 6).
initiatedAtNoise(sequence3 = true, 10702).
digit(30498, 8).
initiatedAtNoise(sequence4 = true, 10703).
digit(31099, 7).
initiatedAtNoise(sequence3 = false, 10704).
digit(28331, 6).
digit(9641, 3).
digit(14814, 4).
digit(1799, 9).
digit(6283, 6).
initiatedAtNoise(sequence3 = true, 10709).
digit(7658, 6).
initiatedAt(sequence3 = true, 10710).
digit(11740, 9).
digit(28073, 3).
initiatedAtNoise(sequence1 = false, 10712).
digit(11543, 6).
initiatedAtNoise(sequence3 = true, 10713).
digit(6912, 4).
initiatedAtNoise(sequence2 = true, 10714).
digit(20723, 9).
initiatedAtNoise(sequence4 = false, 10715).
digit(27526, 7).
initiatedAtNoise(sequence3 = false, 10716).
digit(13739, 5).
digit(19014, 9).
digit(17184, 6).
digit(14768, 8).
digit(15640, 1).
initiatedAtNoise(sequence0 = false, 10721).
digit(21239, 6).
initiatedAtNoise(sequence3 = true, 10722).
digit(2157, 6).
initiatedAt(sequence3 = true, 10723).
digit(2505, 8).
digit(2109, 7).
digit(19681, 6).
digit(27612, 9).
initiatedAtNoise(sequence4 = false, 10727).
digit(23224, 7).
initiatedAtNoise(sequence3 = false, 10728).
digit(12683, 3).
initiatedAtNoise(sequence1 = false, 10729).
digit(28707, 8).
digit(13273, 5).
digit(5145, 7).
initiatedAtNoise(sequence3 = false, 10732).
digit(19502, 7).
initiatedAt(sequence3 = false, 10733).
digit(4647, 7).
initiatedAt(sequence3 = false, 10734).
digit(24741, 9).
initiatedAtNoise(sequence4 = false, 10735).
digit(23471, 4).
digit(28664, 9).
digit(30344, 4).
initiatedAtNoise(sequence2 = true, 10738).
digit(61, 6).
initiatedAtNoise(sequence3 = true, 10739).
digit(20763, 1).
initiatedAtNoise(sequence0 = false, 10740).
digit(19792, 9).
initiatedAtNoise(sequence4 = false, 10741).
digit(21836, 4).
initiatedAtNoise(sequence2 = true, 10742).
digit(26592, 8).
digit(13238, 9).
initiatedAtNoise(sequence4 = false, 10744).
digit(21628, 9).
initiatedAt(sequence4 = false, 10745).
digit(9740, 9).
initiatedAt(sequence4 = false, 10746).
digit(12105, 7).
digit(7625, 3).
initiatedAtNoise(sequence1 = false, 10748).
digit(14246, 8).
digit(14433, 9).
initiatedAtNoise(sequence4 = false, 10750).
digit(637, 8).
initiatedAtNoise(sequence4 = true, 10751).
digit(20600, 8).
initiatedAt(sequence4 = true, 10752).
digit(14078, 3).
initiatedAtNoise(sequence1 = false, 10753).
digit(12880, 5).
initiatedAtNoise(sequence2 = false, 10754).
digit(28414, 4).
digit(10568, 5).
initiatedAtNoise(sequence2 = false, 10756).
digit(3370, 9).
initiatedAtNoise(sequence4 = false, 10757).
digit(1632, 9).
initiatedAt(sequence4 = false, 10758).
digit(17775, 4).
digit(18632, 3).
digit(23073, 7).
initiatedAtNoise(sequence3 = false, 10761).
digit(23859, 6).
initiatedAtNoise(sequence3 = true, 10762).
digit(14675, 4).
initiatedAtNoise(sequence2 = true, 10763).
digit(24568, 4).
initiatedAt(sequence2 = true, 10764).
digit(19696, 4).
initiatedAt(sequence2 = true, 10765).
digit(13500, 7).
digit(1617, 2).
digit(10125, 7).
initiatedAtNoise(sequence3 = false, 10768).
digit(11347, 3).
digit(25062, 9).
initiatedAtNoise(sequence4 = false, 10770).
digit(19406, 8).
digit(14123, 4).
initiatedAtNoise(sequence2 = true, 10772).
digit(16610, 2).
initiatedAtNoise(sequence1 = true, 10773).
digit(18245, 6).
digit(8584, 3).
initiatedAtNoise(sequence1 = false, 10775).
digit(9897, 4).
initiatedAtNoise(sequence2 = true, 10776).
digit(9839, 9).
initiatedAtNoise(sequence4 = false, 10777).
digit(17492, 9).
initiatedAt(sequence4 = false, 10778).
digit(11172, 9).
initiatedAt(sequence4 = false, 10779).
digit(16152, 6).
initiatedAtNoise(sequence3 = true, 10780).
digit(20382, 7).
digit(1741, 3).
digit(28699, 9).
initiatedAtNoise(sequence4 = false, 10783).
digit(17446, 2).
initiatedAtNoise(sequence1 = true, 10784).
digit(23775, 6).
digit(25397, 9).
digit(9671, 7).
digit(11003, 8).
initiatedAtNoise(sequence4 = true, 10788).
digit(29198, 6).
initiatedAtNoise(sequence3 = true, 10789).
digit(13339, 3).
initiatedAtNoise(sequence1 = false, 10790).
digit(16470, 8).
initiatedAtNoise(sequence4 = true, 10791).
digit(27128, 9).
initiatedAtNoise(sequence4 = false, 10792).
digit(24585, 8).
initiatedAtNoise(sequence4 = true, 10793).
digit(1251, 9).
digit(11480, 7).
initiatedAtNoise(sequence3 = false, 10795).
digit(32376, 3).
initiatedAtNoise(sequence1 = false, 10796).
digit(10301, 3).
initiatedAt(sequence1 = false, 10797).
digit(6691, 1).
initiatedAtNoise(sequence0 = false, 10798).
digit(29816, 8).
digit(9416, 4).
initiatedAtNoise(sequence2 = true, 10800).
digit(29455, 4).
initiatedAt(sequence2 = true, 10801).
digit(24400, 6).
digit(26929, 3).
initiatedAtNoise(sequence1 = false, 10803).
digit(23198, 9).
initiatedAtNoise(sequence4 = false, 10804).
digit(32459, 8).
digit(20348, 9).
initiatedAtNoise(sequence4 = false, 10806).
digit(20110, 9).
initiatedAt(sequence4 = false, 10807).
digit(3625, 2).
digit(12886, 8).
initiatedAtNoise(sequence4 = true, 10809).
digit(9163, 4).
initiatedAtNoise(sequence2 = true, 10810).
digit(10253, 8).
initiatedAtNoise(sequence4 = true, 10811).
digit(28938, 8).
initiatedAt(sequence4 = true, 10812).
digit(20370, 5).
initiatedAtNoise(sequence2 = false, 10813).
digit(9951, 7).
digit(19219, 9).
digit(31708, 1).
digit(3851, 1).
initiatedAt(sequence0 = false, 10817).
digit(24157, 9).
digit(25228, 9).
initiatedAt(sequence4 = false, 10819).
digit(4840, 8).
initiatedAtNoise(sequence4 = true, 10820).
digit(8349, 2).
digit(19449, 3).
digit(4628, 4).
digit(21294, 9).
digit(4663, 9).
initiatedAt(sequence4 = false, 10825).
digit(27986, 7).
digit(5886, 9).
initiatedAtNoise(sequence4 = false, 10827).
digit(9208, 9).
initiatedAt(sequence4 = false, 10828).
digit(8076, 9).
initiatedAt(sequence4 = false, 10829).
digit(20609, 2).
initiatedAtNoise(sequence1 = true, 10830).
digit(25030, 3).
digit(23390, 8).
initiatedAtNoise(sequence4 = true, 10832).
digit(4227, 2).
initiatedAtNoise(sequence1 = true, 10833).
digit(30608, 7).
initiatedAtNoise(sequence3 = false, 10834).
digit(15503, 7).
initiatedAt(sequence3 = false, 10835).
digit(7863, 7).
initiatedAt(sequence3 = false, 10836).
digit(10768, 6).
initiatedAtNoise(sequence3 = true, 10837).
digit(11819, 8).
initiatedAtNoise(sequence4 = true, 10838).
digit(7816, 7).
digit(31155, 2).
initiatedAtNoise(sequence1 = true, 10840).
digit(10353, 8).
digit(7799, 8).
initiatedAt(sequence4 = true, 10842).
digit(30831, 9).
digit(2475, 3).
digit(8752, 5).
initiatedAtNoise(sequence2 = false, 10845).
digit(4872, 7).
initiatedAtNoise(sequence3 = false, 10846).
digit(9660, 9).
initiatedAtNoise(sequence4 = false, 10847).
digit(12317, 5).
digit(29157, 9).
digit(24636, 9).
initiatedAt(sequence4 = false, 10850).
digit(22092, 9).
initiatedAt(sequence4 = false, 10851).
digit(23476, 9).
initiatedAt(sequence4 = false, 10852).
digit(32550, 7).
initiatedAtNoise(sequence3 = false, 10853).
digit(4395, 7).
initiatedAt(sequence3 = false, 10854).
digit(17313, 6).
digit(24116, 3).
digit(1367, 9).
initiatedAtNoise(sequence4 = false, 10857).
digit(9342, 8).
initiatedAtNoise(sequence4 = true, 10858).
digit(29225, 7).
digit(23542, 3).
initiatedAtNoise(sequence1 = false, 10860).
digit(19040, 7).
digit(10563, 9).
digit(25893, 7).
digit(28797, 8).
initiatedAtNoise(sequence4 = true, 10864).
digit(16112, 5).
digit(28359, 6).
initiatedAtNoise(sequence3 = true, 10866).
digit(32715, 6).
initiatedAt(sequence3 = true, 10867).
digit(29450, 5).
initiatedAtNoise(sequence2 = false, 10868).
digit(32296, 2).
digit(16369, 9).
initiatedAtNoise(sequence4 = false, 10870).
digit(26806, 6).
initiatedAtNoise(sequence3 = true, 10871).
digit(31263, 8).
digit(2917, 0).
initiatedAtNoise(sequence0 = true, 10873).
digit(5098, 6).
digit(6331, 8).
digit(6633, 5).
initiatedAtNoise(sequence2 = false, 10876).
digit(6683, 8).
digit(32669, 4).
initiatedAtNoise(sequence2 = true, 10878).
digit(16586, 8).
digit(7887, 4).
initiatedAtNoise(sequence2 = true, 10880).
digit(18320, 5).
digit(27961, 4).
initiatedAtNoise(sequence2 = true, 10882).
digit(25031, 6).
digit(16103, 5).
initiatedAtNoise(sequence2 = false, 10884).
digit(5455, 9).
initiatedAtNoise(sequence4 = false, 10885).
digit(16617, 6).
initiatedAtNoise(sequence3 = true, 10886).
digit(28763, 8).
initiatedAtNoise(sequence4 = true, 10887).
digit(23769, 7).
initiatedAtNoise(sequence3 = false, 10888).
digit(27189, 3).
digit(30954, 7).
initiatedAtNoise(sequence3 = false, 10890).
digit(19673, 7).
initiatedAt(sequence3 = false, 10891).
digit(31212, 5).
initiatedAtNoise(sequence2 = false, 10892).
digit(17211, 1).
digit(24054, 8).
digit(17920, 2).
initiatedAtNoise(sequence1 = true, 10895).
digit(29183, 7).
initiatedAtNoise(sequence3 = false, 10896).
digit(31406, 2).
digit(31791, 5).
initiatedAtNoise(sequence2 = false, 10898).
digit(10646, 2).
initiatedAtNoise(sequence1 = true, 10899).
digit(26215, 9).
digit(31940, 9).
initiatedAt(sequence4 = false, 10901).
digit(13168, 2).
digit(7984, 5).
digit(23103, 1).
initiatedAtNoise(sequence0 = false, 10904).
digit(5677, 5).
initiatedAtNoise(sequence2 = false, 10905).
digit(15593, 6).
initiatedAtNoise(sequence3 = true, 10906).
digit(15586, 7).
initiatedAtNoise(sequence3 = false, 10907).
digit(31734, 6).
initiatedAtNoise(sequence3 = true, 10908).
digit(7419, 7).
initiatedAtNoise(sequence3 = false, 10909).
digit(1022, 9).
digit(11464, 8).
initiatedAtNoise(sequence4 = true, 10911).
digit(27604, 7).
initiatedAtNoise(sequence3 = false, 10912).
digit(25864, 9).
initiatedAtNoise(sequence4 = false, 10913).
digit(15817, 5).
initiatedAtNoise(sequence2 = false, 10914).
digit(6760, 8).
initiatedAtNoise(sequence4 = true, 10915).
digit(20343, 6).
initiatedAtNoise(sequence3 = true, 10916).
digit(25831, 8).
digit(11266, 7).
initiatedAtNoise(sequence3 = false, 10918).
digit(6916, 7).
initiatedAt(sequence3 = false, 10919).
digit(30420, 9).
digit(15533, 5).
initiatedAtNoise(sequence2 = false, 10921).
digit(8143, 7).
initiatedAtNoise(sequence3 = false, 10922).
digit(26752, 5).
initiatedAtNoise(sequence2 = false, 10923).
digit(3814, 7).
digit(13534, 8).
initiatedAtNoise(sequence4 = true, 10925).
digit(32719, 6).
initiatedAtNoise(sequence3 = true, 10926).
digit(9475, 7).
initiatedAtNoise(sequence3 = false, 10927).
digit(11002, 7).
initiatedAt(sequence3 = false, 10928).
digit(12991, 9).
initiatedAtNoise(sequence4 = false, 10929).
digit(21292, 8).
digit(11259, 7).
initiatedAtNoise(sequence3 = false, 10931).
digit(23106, 5).
initiatedAtNoise(sequence2 = false, 10932).
digit(6164, 4).
initiatedAtNoise(sequence2 = true, 10933).
digit(14676, 3).
digit(1590, 5).
initiatedAtNoise(sequence2 = false, 10935).
digit(5713, 9).
initiatedAtNoise(sequence4 = false, 10936).
digit(3658, 9).
initiatedAt(sequence4 = false, 10937).
digit(26196, 9).
initiatedAt(sequence4 = false, 10938).
digit(20907, 1).
initiatedAtNoise(sequence0 = false, 10939).
digit(23522, 7).
digit(6575, 9).
digit(32213, 6).
digit(10588, 3).
digit(14938, 9).
digit(2098, 7).
initiatedAtNoise(sequence3 = false, 10945).
digit(17647, 5).
digit(13681, 7).
initiatedAtNoise(sequence3 = false, 10947).
digit(19898, 5).
digit(23738, 7).
initiatedAtNoise(sequence3 = false, 10949).
digit(6398, 3).
initiatedAtNoise(sequence1 = false, 10950).
digit(26606, 4).
initiatedAtNoise(sequence2 = true, 10951).
digit(25407, 4).
initiatedAt(sequence2 = true, 10952).
digit(24961, 2).
initiatedAtNoise(sequence1 = true, 10953).
digit(9350, 9).
digit(27334, 7).
digit(887, 6).
initiatedAtNoise(sequence3 = true, 10956).
digit(5725, 5).
initiatedAtNoise(sequence2 = false, 10957).
digit(8287, 9).
initiatedAtNoise(sequence4 = false, 10958).
digit(26194, 6).
initiatedAtNoise(sequence3 = true, 10959).
digit(29787, 4).
initiatedAtNoise(sequence2 = true, 10960).
digit(20238, 3).
initiatedAtNoise(sequence1 = false, 10961).
digit(23424, 5).
initiatedAtNoise(sequence2 = false, 10962).
digit(7955, 3).
initiatedAtNoise(sequence1 = false, 10963).
digit(12189, 6).
digit(4566, 6).
initiatedAt(sequence3 = true, 10965).
digit(27117, 7).
initiatedAtNoise(sequence3 = false, 10966).
digit(31265, 8).
initiatedAtNoise(sequence4 = true, 10967).
digit(9853, 5).
